cluster,Ground_Truth,n_top,non_identity_category,count,fraction
CD8.c12.Tex.CXCL13,CD8_Exhausted,100,Ubiquitous Program (Translation / Histone),0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,100,Hemo / contamination flag,0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,100,Tech Noise (Mito/Ribo),0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,100,Lineage Noise (TCR/Ig),0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,100,Other / uncategorized noise,0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,Housekeeping (Low Gini),2,0.01
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,Uninformative IDs / predicted loci,1,0.005
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,State Noise (Cell cycle / stress / IFN / MHC / sex),11,0.055
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,Ubiquitous Program (Translation / Histone),0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,Hemo / contamination flag,0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,Tech Noise (Mito/Ribo),1,0.005
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,Lineage Noise (TCR/Ig),0,0
CD8.c12.Tex.CXCL13,CD8_Exhausted,200,Other / uncategorized noise,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,Housekeeping (Low Gini),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,Uninformative IDs / predicted loci,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,Ubiquitous Program (Translation / Histone),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,Hemo / contamination flag,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,Tech Noise (Mito/Ribo),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,Lineage Noise (TCR/Ig),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,10,Other / uncategorized noise,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,20,Housekeeping (Low Gini),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,20,Uninformative IDs / predicted loci,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,20,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,20,Ubiquitous Program (Translation / Histone),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,20,Hemo / contamination flag,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,20,Tech Noise (Mito/Ribo),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,20,Lineage Noise (TCR/Ig),1,0.05
CD8.c13.Tex.myl12a,CD8_Exhausted,20,Other / uncategorized noise,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,30,Housekeeping (Low Gini),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,30,Uninformative IDs / predicted loci,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,30,State Noise (Cell cycle / stress / IFN / MHC / sex),1,0.033333333
CD8.c13.Tex.myl12a,CD8_Exhausted,30,Ubiquitous Program (Translation / Histone),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,30,Hemo / contamination flag,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,30,Tech Noise (Mito/Ribo),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,30,Lineage Noise (TCR/Ig),1,0.033333333
CD8.c13.Tex.myl12a,CD8_Exhausted,30,Other / uncategorized noise,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,50,Housekeeping (Low Gini),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,50,Uninformative IDs / predicted loci,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,50,State Noise (Cell cycle / stress / IFN / MHC / sex),3,0.06
CD8.c13.Tex.myl12a,CD8_Exhausted,50,Ubiquitous Program (Translation / Histone),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,50,Hemo / contamination flag,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,50,Tech Noise (Mito/Ribo),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,50,Lineage Noise (TCR/Ig),2,0.04
CD8.c13.Tex.myl12a,CD8_Exhausted,50,Other / uncategorized noise,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,100,Housekeeping (Low Gini),1,0.01
CD8.c13.Tex.myl12a,CD8_Exhausted,100,Uninformative IDs / predicted loci,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,100,State Noise (Cell cycle / stress / IFN / MHC / sex),15,0.15
CD8.c13.Tex.myl12a,CD8_Exhausted,100,Ubiquitous Program (Translation / Histone),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,100,Hemo / contamination flag,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,100,Tech Noise (Mito/Ribo),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,100,Lineage Noise (TCR/Ig),5,0.05
CD8.c13.Tex.myl12a,CD8_Exhausted,100,Other / uncategorized noise,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,200,Housekeeping (Low Gini),1,0.005
CD8.c13.Tex.myl12a,CD8_Exhausted,200,Uninformative IDs / predicted loci,1,0.005
CD8.c13.Tex.myl12a,CD8_Exhausted,200,State Noise (Cell cycle / stress / IFN / MHC / sex),43,0.215
CD8.c13.Tex.myl12a,CD8_Exhausted,200,Ubiquitous Program (Translation / Histone),1,0.005
CD8.c13.Tex.myl12a,CD8_Exhausted,200,Hemo / contamination flag,0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,200,Tech Noise (Mito/Ribo),0,0
CD8.c13.Tex.myl12a,CD8_Exhausted,200,Lineage Noise (TCR/Ig),6,0.03
CD8.c13.Tex.myl12a,CD8_Exhausted,200,Other / uncategorized noise,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,Housekeeping (Low Gini),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,Uninformative IDs / predicted loci,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,Ubiquitous Program (Translation / Histone),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,Hemo / contamination flag,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,Tech Noise (Mito/Ribo),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,Lineage Noise (TCR/Ig),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,10,Other / uncategorized noise,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,20,Housekeeping (Low Gini),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,20,Uninformative IDs / predicted loci,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,20,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,20,Ubiquitous Program (Translation / Histone),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,20,Hemo / contamination flag,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,20,Tech Noise (Mito/Ribo),1,0.05
CD8.c14.Tex.TCF7,CD8_Exhausted,20,Lineage Noise (TCR/Ig),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,20,Other / uncategorized noise,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,30,Housekeeping (Low Gini),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,30,Uninformative IDs / predicted loci,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,30,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,30,Ubiquitous Program (Translation / Histone),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,30,Hemo / contamination flag,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,30,Tech Noise (Mito/Ribo),1,0.033333333
CD8.c14.Tex.TCF7,CD8_Exhausted,30,Lineage Noise (TCR/Ig),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,30,Other / uncategorized noise,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,50,Housekeeping (Low Gini),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,50,Uninformative IDs / predicted loci,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,50,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,50,Ubiquitous Program (Translation / Histone),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,50,Hemo / contamination flag,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,50,Tech Noise (Mito/Ribo),2,0.04
CD8.c14.Tex.TCF7,CD8_Exhausted,50,Lineage Noise (TCR/Ig),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,50,Other / uncategorized noise,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,100,Housekeeping (Low Gini),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,100,Uninformative IDs / predicted loci,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,100,State Noise (Cell cycle / stress / IFN / MHC / sex),2,0.02
CD8.c14.Tex.TCF7,CD8_Exhausted,100,Ubiquitous Program (Translation / Histone),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,100,Hemo / contamination flag,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,100,Tech Noise (Mito/Ribo),4,0.04
CD8.c14.Tex.TCF7,CD8_Exhausted,100,Lineage Noise (TCR/Ig),1,0.01
CD8.c14.Tex.TCF7,CD8_Exhausted,100,Other / uncategorized noise,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,200,Housekeeping (Low Gini),1,0.005
CD8.c14.Tex.TCF7,CD8_Exhausted,200,Uninformative IDs / predicted loci,2,0.01
CD8.c14.Tex.TCF7,CD8_Exhausted,200,State Noise (Cell cycle / stress / IFN / MHC / sex),7,0.035
CD8.c14.Tex.TCF7,CD8_Exhausted,200,Ubiquitous Program (Translation / Histone),0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,200,Hemo / contamination flag,0,0
CD8.c14.Tex.TCF7,CD8_Exhausted,200,Tech Noise (Mito/Ribo),4,0.02
CD8.c14.Tex.TCF7,CD8_Exhausted,200,Lineage Noise (TCR/Ig),11,0.055
CD8.c14.Tex.TCF7,CD8_Exhausted,200,Other / uncategorized noise,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,10,Housekeeping (Low Gini),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,10,Uninformative IDs / predicted loci,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,10,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,10,Ubiquitous Program (Translation / Histone),1,0.1
CD8.c15.ISG.IFIT1,CD8_ISG,10,Hemo / contamination flag,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,10,Tech Noise (Mito/Ribo),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,10,Lineage Noise (TCR/Ig),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,10,Other / uncategorized noise,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,20,Housekeeping (Low Gini),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,20,Uninformative IDs / predicted loci,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,20,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,20,Ubiquitous Program (Translation / Histone),1,0.05
CD8.c15.ISG.IFIT1,CD8_ISG,20,Hemo / contamination flag,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,20,Tech Noise (Mito/Ribo),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,20,Lineage Noise (TCR/Ig),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,20,Other / uncategorized noise,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,30,Housekeeping (Low Gini),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,30,Uninformative IDs / predicted loci,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,30,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,30,Ubiquitous Program (Translation / Histone),1,0.033333333
CD8.c15.ISG.IFIT1,CD8_ISG,30,Hemo / contamination flag,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,30,Tech Noise (Mito/Ribo),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,30,Lineage Noise (TCR/Ig),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,30,Other / uncategorized noise,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,50,Housekeeping (Low Gini),1,0.02
CD8.c15.ISG.IFIT1,CD8_ISG,50,Uninformative IDs / predicted loci,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,50,State Noise (Cell cycle / stress / IFN / MHC / sex),4,0.08
CD8.c15.ISG.IFIT1,CD8_ISG,50,Ubiquitous Program (Translation / Histone),1,0.02
CD8.c15.ISG.IFIT1,CD8_ISG,50,Hemo / contamination flag,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,50,Tech Noise (Mito/Ribo),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,50,Lineage Noise (TCR/Ig),0,0
CD8.c15.ISG.IFIT1,CD8_ISG,50,Other / uncategorized noise,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,100,Housekeeping (Low Gini),2,0.02
CD8.c15.ISG.IFIT1,CD8_ISG,100,Uninformative IDs / predicted loci,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,100,State Noise (Cell cycle / stress / IFN / MHC / sex),7,0.07
CD8.c15.ISG.IFIT1,CD8_ISG,100,Ubiquitous Program (Translation / Histone),1,0.01
CD8.c15.ISG.IFIT1,CD8_ISG,100,Hemo / contamination flag,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,100,Tech Noise (Mito/Ribo),1,0.01
CD8.c15.ISG.IFIT1,CD8_ISG,100,Lineage Noise (TCR/Ig),1,0.01
CD8.c15.ISG.IFIT1,CD8_ISG,100,Other / uncategorized noise,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,200,Housekeeping (Low Gini),4,0.02
CD8.c15.ISG.IFIT1,CD8_ISG,200,Uninformative IDs / predicted loci,1,0.005
CD8.c15.ISG.IFIT1,CD8_ISG,200,State Noise (Cell cycle / stress / IFN / MHC / sex),13,0.065
CD8.c15.ISG.IFIT1,CD8_ISG,200,Ubiquitous Program (Translation / Histone),1,0.005
CD8.c15.ISG.IFIT1,CD8_ISG,200,Hemo / contamination flag,0,0
CD8.c15.ISG.IFIT1,CD8_ISG,200,Tech Noise (Mito/Ribo),2,0.01
CD8.c15.ISG.IFIT1,CD8_ISG,200,Lineage Noise (TCR/Ig),5,0.025
CD8.c15.ISG.IFIT1,CD8_ISG,200,Other / uncategorized noise,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,Housekeeping (Low Gini),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,Uninformative IDs / predicted loci,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,Ubiquitous Program (Translation / Histone),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,Hemo / contamination flag,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,Tech Noise (Mito/Ribo),1,0.1
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,Lineage Noise (TCR/Ig),1,0.1
CD8.c16.MAIT.SLC4A10,CD8_MAIT,10,Other / uncategorized noise,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,Housekeeping (Low Gini),1,0.05
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,Uninformative IDs / predicted loci,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,Ubiquitous Program (Translation / Histone),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,Hemo / contamination flag,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,Tech Noise (Mito/Ribo),1,0.05
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,Lineage Noise (TCR/Ig),1,0.05
CD8.c16.MAIT.SLC4A10,CD8_MAIT,20,Other / uncategorized noise,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,Housekeeping (Low Gini),1,0.033333333
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,Uninformative IDs / predicted loci,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,Ubiquitous Program (Translation / Histone),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,Hemo / contamination flag,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,Tech Noise (Mito/Ribo),1,0.033333333
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,Lineage Noise (TCR/Ig),1,0.033333333
CD8.c16.MAIT.SLC4A10,CD8_MAIT,30,Other / uncategorized noise,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,Housekeeping (Low Gini),1,0.02
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,Uninformative IDs / predicted loci,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,Ubiquitous Program (Translation / Histone),0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,Hemo / contamination flag,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,Tech Noise (Mito/Ribo),2,0.04
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,Lineage Noise (TCR/Ig),1,0.02
CD8.c16.MAIT.SLC4A10,CD8_MAIT,50,Other / uncategorized noise,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,Housekeeping (Low Gini),1,0.01
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,Uninformative IDs / predicted loci,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,State Noise (Cell cycle / stress / IFN / MHC / sex),7,0.07
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,Ubiquitous Program (Translation / Histone),1,0.01
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,Hemo / contamination flag,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,Tech Noise (Mito/Ribo),4,0.04
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,Lineage Noise (TCR/Ig),4,0.04
CD8.c16.MAIT.SLC4A10,CD8_MAIT,100,Other / uncategorized noise,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,Housekeeping (Low Gini),2,0.01
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,Uninformative IDs / predicted loci,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,State Noise (Cell cycle / stress / IFN / MHC / sex),8,0.04
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,Ubiquitous Program (Translation / Histone),3,0.015
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,Hemo / contamination flag,0,0
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,Tech Noise (Mito/Ribo),7,0.035
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,Lineage Noise (TCR/Ig),7,0.035
CD8.c16.MAIT.SLC4A10,CD8_MAIT,200,Other / uncategorized noise,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,Housekeeping (Low Gini),2,0.2
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,Uninformative IDs / predicted loci,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,Ubiquitous Program (Translation / Histone),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,Hemo / contamination flag,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,Tech Noise (Mito/Ribo),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,Lineage Noise (TCR/Ig),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,10,Other / uncategorized noise,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,Housekeeping (Low Gini),3,0.15
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,Uninformative IDs / predicted loci,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,State Noise (Cell cycle / stress / IFN / MHC / sex),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,Ubiquitous Program (Translation / Histone),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,Hemo / contamination flag,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,Tech Noise (Mito/Ribo),1,0.05
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,Lineage Noise (TCR/Ig),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,20,Other / uncategorized noise,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,Housekeeping (Low Gini),3,0.1
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,Uninformative IDs / predicted loci,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,State Noise (Cell cycle / stress / IFN / MHC / sex),1,0.033333333
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,Ubiquitous Program (Translation / Histone),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,Hemo / contamination flag,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,Tech Noise (Mito/Ribo),1,0.033333333
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,Lineage Noise (TCR/Ig),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,30,Other / uncategorized noise,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,Housekeeping (Low Gini),4,0.08
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,Uninformative IDs / predicted loci,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,State Noise (Cell cycle / stress / IFN / MHC / sex),5,0.1
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,Ubiquitous Program (Translation / Histone),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,Hemo / contamination flag,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,Tech Noise (Mito/Ribo),1,0.02
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,Lineage Noise (TCR/Ig),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,50,Other / uncategorized noise,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,Housekeeping (Low Gini),5,0.05
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,Uninformative IDs / predicted loci,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,State Noise (Cell cycle / stress / IFN / MHC / sex),16,0.16
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,Ubiquitous Program (Translation / Histone),1,0.01
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,Hemo / contamination flag,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,Tech Noise (Mito/Ribo),1,0.01
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,Lineage Noise (TCR/Ig),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,100,Other / uncategorized noise,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,Housekeeping (Low Gini),5,0.025
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,Uninformative IDs / predicted loci,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,State Noise (Cell cycle / stress / IFN / MHC / sex),37,0.185
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,Ubiquitous Program (Translation / Histone),1,0.005
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,Hemo / contamination flag,0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,Tech Noise (Mito/Ribo),3,0.015
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,Lineage Noise (TCR/Ig),0,0
CD8.c17.Tm.NME1,CD8_EffectorMemory,200,Other / uncategorized noise,0,0
