dataset,cluster,Ground_Truth,variant,n_top_eval,marker_recall_at_n,noise_fraction_at_n,low_gini_fraction_at_n
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,standard,20,0.3333333333333333,0.1,0.05
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,filter_only,20,0.3333333333333333,0.0,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,regex_mask,20,0.3333333333333333,0.0,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,full_core,20,0.16666666666666666,0.0,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,standard,30,0.3333333333333333,0.13333333333333333,0.06666666666666667
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,filter_only,30,0.3333333333333333,0.03333333333333333,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,regex_mask,30,0.3333333333333333,0.0,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,full_core,30,0.16666666666666666,0.0,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,standard,50,0.5,0.14,0.08
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,filter_only,50,0.5,0.04,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,regex_mask,50,0.5,0.0,0.0
CD4,CD4.c17.TfhTh1.CXCL13,CD4_Tfh,full_core,50,0.16666666666666666,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,standard,10,0.6666666666666666,0.1,0.1
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,filter_only,10,0.6666666666666666,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,regex_mask,10,0.6666666666666666,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,full_core,10,0.6666666666666666,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,standard,20,0.6666666666666666,0.1,0.05
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,filter_only,20,0.6666666666666666,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,regex_mask,20,0.6666666666666666,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,full_core,20,1.0,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,standard,30,0.6666666666666666,0.23333333333333334,0.06666666666666667
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,filter_only,30,1.0,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,regex_mask,30,1.0,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,full_core,30,1.0,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,standard,50,1.0,0.28,0.04
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,filter_only,50,1.0,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,regex_mask,50,1.0,0.0,0.0
CD4,CD4.c18.Treg.RTKN2,CD4_Treg,full_core,50,1.0,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,standard,10,0.16666666666666666,0.1,0.1
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,filter_only,10,0.16666666666666666,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,regex_mask,10,0.16666666666666666,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,full_core,10,0.16666666666666666,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,standard,20,0.16666666666666666,0.2,0.1
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,filter_only,20,0.16666666666666666,0.1,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,regex_mask,20,0.16666666666666666,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,full_core,20,0.3333333333333333,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,standard,30,0.3333333333333333,0.13333333333333333,0.06666666666666667
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,filter_only,30,0.3333333333333333,0.1,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,regex_mask,30,0.3333333333333333,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,full_core,30,0.6666666666666666,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,standard,50,0.5,0.14,0.06
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,filter_only,50,0.5,0.06,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,regex_mask,50,0.5,0.0,0.0
CD4,CD4.c19.Treg.S1PR1,CD4_Treg,full_core,50,1.0,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,standard,10,0.6666666666666666,0.2,0.1
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,filter_only,10,0.6666666666666666,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,regex_mask,10,0.6666666666666666,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,full_core,10,0.6666666666666666,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,standard,20,0.8333333333333334,0.1,0.05
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,filter_only,20,0.8333333333333334,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,regex_mask,20,0.8333333333333334,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,full_core,20,0.8333333333333334,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,standard,30,0.8333333333333334,0.06666666666666667,0.03333333333333333
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,filter_only,30,0.8333333333333334,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,regex_mask,30,0.8333333333333334,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,full_core,30,1.0,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,standard,50,1.0,0.08,0.04
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,filter_only,50,1.0,0.02,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,regex_mask,50,1.0,0.0,0.0
CD4,CD4.c20.Treg.TNFRSF9,CD4_Treg,full_core,50,1.0,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,standard,10,0.3333333333333333,0.1,0.1
CD4,CD4.c21.Treg.OAS1,CD4_Treg,filter_only,10,0.3333333333333333,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,regex_mask,10,0.3333333333333333,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,full_core,10,0.3333333333333333,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,standard,20,0.6666666666666666,0.05,0.05
CD4,CD4.c21.Treg.OAS1,CD4_Treg,filter_only,20,0.6666666666666666,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,regex_mask,20,0.6666666666666666,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,full_core,20,0.8333333333333334,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,standard,30,0.8333333333333334,0.06666666666666667,0.03333333333333333
CD4,CD4.c21.Treg.OAS1,CD4_Treg,filter_only,30,0.8333333333333334,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,regex_mask,30,0.8333333333333334,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,full_core,30,1.0,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,standard,50,0.8333333333333334,0.12,0.04
CD4,CD4.c21.Treg.OAS1,CD4_Treg,filter_only,50,1.0,0.06,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,regex_mask,50,1.0,0.0,0.0
CD4,CD4.c21.Treg.OAS1,CD4_Treg,full_core,50,1.0,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,standard,10,0.6666666666666666,0.1,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,filter_only,10,0.6666666666666666,0.1,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,regex_mask,10,0.6666666666666666,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,full_core,10,1.0,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,standard,20,1.0,0.05,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,filter_only,20,1.0,0.05,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,regex_mask,20,1.0,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,full_core,20,1.0,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,standard,30,1.0,0.03333333333333333,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,filter_only,30,1.0,0.03333333333333333,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,regex_mask,30,1.0,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,full_core,30,1.0,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,standard,50,1.0,0.02,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,filter_only,50,1.0,0.02,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,regex_mask,50,1.0,0.0,0.0
CD4,CD4.c22.ISG.IFIT1,CD4_ISG,full_core,50,1.0,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,standard,10,0.3333333333333333,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,filter_only,10,0.3333333333333333,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,regex_mask,10,0.3333333333333333,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,full_core,10,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,standard,20,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,filter_only,20,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,regex_mask,20,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,full_core,20,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,standard,30,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,filter_only,30,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,regex_mask,30,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,full_core,30,0.5,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,standard,50,1.0,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,filter_only,50,1.0,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,regex_mask,50,1.0,0.0,0.0
MSC,CAFs MSC iCAF-like,Fibro_iCAF,full_core,50,1.0,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,standard,10,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,filter_only,10,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,regex_mask,10,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,full_core,10,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,standard,20,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,filter_only,20,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,regex_mask,20,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,full_core,20,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,standard,30,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,filter_only,30,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,regex_mask,30,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,full_core,30,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,standard,50,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,filter_only,50,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,regex_mask,50,0.3333333333333333,0.0,0.0
MSC,CAFs myCAF-like,Fibro_myCAF,full_core,50,0.3333333333333333,0.0,0.0
MSC,Cycling PVL,Fibro_PVL,standard,10,0.16666666666666666,0.4,0.0
MSC,Cycling PVL,Fibro_PVL,filter_only,10,0.16666666666666666,0.4,0.0
MSC,Cycling PVL,Fibro_PVL,regex_mask,10,0.16666666666666666,0.0,0.0
MSC,Cycling PVL,Fibro_PVL,full_core,10,0.16666666666666666,0.0,0.0
MSC,Cycling PVL,Fibro_PVL,standard,20,0.16666666666666666,0.45,0.0
MSC,Cycling PVL,Fibro_PVL,filter_only,20,0.16666666666666666,0.45,0.0
MSC,Cycling PVL,Fibro_PVL,regex_mask,20,0.16666666666666666,0.0,0.0
MSC,Cycling PVL,Fibro_PVL,full_core,20,0.16666666666666666,0.05,0.0
MSC,Cycling PVL,Fibro_PVL,standard,30,0.16666666666666666,0.4666666666666667,0.0
MSC,Cycling PVL,Fibro_PVL,filter_only,30,0.16666666666666666,0.4666666666666667,0.0
MSC,Cycling PVL,Fibro_PVL,regex_mask,30,0.16666666666666666,0.0,0.0
MSC,Cycling PVL,Fibro_PVL,full_core,30,0.16666666666666666,0.03333333333333333,0.0
MSC,Cycling PVL,Fibro_PVL,standard,50,0.16666666666666666,0.4,0.0
MSC,Cycling PVL,Fibro_PVL,filter_only,50,0.16666666666666666,0.4,0.0
MSC,Cycling PVL,Fibro_PVL,regex_mask,50,0.16666666666666666,0.0,0.0
MSC,Cycling PVL,Fibro_PVL,full_core,50,0.5,0.02,0.0
MSC,Endothelial ACKR1,Endothelial,standard,10,0.16666666666666666,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,filter_only,10,0.16666666666666666,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,regex_mask,10,0.16666666666666666,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,full_core,10,0.16666666666666666,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,standard,20,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,filter_only,20,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,regex_mask,20,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,full_core,20,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,standard,30,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,filter_only,30,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,regex_mask,30,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,full_core,30,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,standard,50,0.3333333333333333,0.02,0.0
MSC,Endothelial ACKR1,Endothelial,filter_only,50,0.3333333333333333,0.02,0.0
MSC,Endothelial ACKR1,Endothelial,regex_mask,50,0.3333333333333333,0.0,0.0
MSC,Endothelial ACKR1,Endothelial,full_core,50,0.5,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,standard,10,0.16666666666666666,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,filter_only,10,0.16666666666666666,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,regex_mask,10,0.16666666666666666,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,full_core,10,0.3333333333333333,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,standard,20,0.3333333333333333,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,filter_only,20,0.3333333333333333,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,regex_mask,20,0.3333333333333333,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,full_core,20,0.5,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,standard,30,0.3333333333333333,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,filter_only,30,0.3333333333333333,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,regex_mask,30,0.3333333333333333,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,full_core,30,0.5,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,standard,50,0.5,0.04,0.0
MSC,Endothelial CXCL12,Endothelial,filter_only,50,0.5,0.04,0.0
MSC,Endothelial CXCL12,Endothelial,regex_mask,50,0.5,0.0,0.0
MSC,Endothelial CXCL12,Endothelial,full_core,50,0.6666666666666666,0.0,0.0
MSC,Endothelial RGS5,Endothelial,standard,10,0.16666666666666666,0.1,0.0
MSC,Endothelial RGS5,Endothelial,filter_only,10,0.16666666666666666,0.1,0.0
MSC,Endothelial RGS5,Endothelial,regex_mask,10,0.16666666666666666,0.0,0.0
MSC,Endothelial RGS5,Endothelial,full_core,10,0.5,0.0,0.0
MSC,Endothelial RGS5,Endothelial,standard,20,0.5,0.05,0.0
MSC,Endothelial RGS5,Endothelial,filter_only,20,0.5,0.05,0.0
MSC,Endothelial RGS5,Endothelial,regex_mask,20,0.5,0.0,0.0
MSC,Endothelial RGS5,Endothelial,full_core,20,0.8333333333333334,0.0,0.0
MSC,Endothelial RGS5,Endothelial,standard,30,0.6666666666666666,0.03333333333333333,0.0
MSC,Endothelial RGS5,Endothelial,filter_only,30,0.6666666666666666,0.03333333333333333,0.0
MSC,Endothelial RGS5,Endothelial,regex_mask,30,0.8333333333333334,0.0,0.0
MSC,Endothelial RGS5,Endothelial,full_core,30,0.8333333333333334,0.0,0.0
MSC,Endothelial RGS5,Endothelial,standard,50,0.8333333333333334,0.04,0.0
MSC,Endothelial RGS5,Endothelial,filter_only,50,0.8333333333333334,0.04,0.0
MSC,Endothelial RGS5,Endothelial,regex_mask,50,0.8333333333333334,0.0,0.0
MSC,Endothelial RGS5,Endothelial,full_core,50,1.0,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,standard,10,0.5,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,filter_only,10,0.5,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,regex_mask,10,0.5,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,full_core,10,0.5,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,standard,20,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,filter_only,20,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,regex_mask,20,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,full_core,20,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,standard,30,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,filter_only,30,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,regex_mask,30,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,full_core,30,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,standard,50,0.6666666666666666,0.04,0.04
MSC,PVL Differentiated,Fibro_PVL,filter_only,50,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,regex_mask,50,0.6666666666666666,0.0,0.0
MSC,PVL Differentiated,Fibro_PVL,full_core,50,0.8333333333333334,0.0,0.0
MSC,PVL Immature,Fibro_PVL,standard,10,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,filter_only,10,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,regex_mask,10,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,full_core,10,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,standard,20,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,filter_only,20,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,regex_mask,20,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,full_core,20,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,standard,30,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,filter_only,30,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,regex_mask,30,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,full_core,30,0.16666666666666666,0.0,0.0
MSC,PVL Immature,Fibro_PVL,standard,50,0.3333333333333333,0.0,0.0
MSC,PVL Immature,Fibro_PVL,filter_only,50,0.3333333333333333,0.0,0.0
MSC,PVL Immature,Fibro_PVL,regex_mask,50,0.3333333333333333,0.0,0.0
MSC,PVL Immature,Fibro_PVL,full_core,50,0.5,0.0,0.0
MOUSE_B,B cell,Mature_B,standard,10,0.8333333333333334,0.4,0.0
MOUSE_B,B cell,Mature_B,filter_only,10,0.8333333333333334,0.4,0.0
MOUSE_B,B cell,Mature_B,regex_mask,10,1.0,0.0,0.0
MOUSE_B,B cell,Mature_B,full_core,10,0.8333333333333334,0.0,0.0
MOUSE_B,B cell,Mature_B,standard,20,0.8333333333333334,0.65,0.0
MOUSE_B,B cell,Mature_B,filter_only,20,0.8333333333333334,0.65,0.0
MOUSE_B,B cell,Mature_B,regex_mask,20,1.0,0.15,0.15
MOUSE_B,B cell,Mature_B,full_core,20,0.8333333333333334,0.0,0.0
MOUSE_B,B cell,Mature_B,standard,30,1.0,0.7333333333333333,0.0
MOUSE_B,B cell,Mature_B,filter_only,30,1.0,0.7,0.0
MOUSE_B,B cell,Mature_B,regex_mask,30,1.0,0.13333333333333333,0.13333333333333333
MOUSE_B,B cell,Mature_B,full_core,30,0.8333333333333334,0.0,0.0
MOUSE_B,B cell,Mature_B,standard,50,1.0,0.82,0.0
MOUSE_B,B cell,Mature_B,filter_only,50,1.0,0.68,0.02
MOUSE_B,B cell,Mature_B,regex_mask,50,1.0,0.1,0.1
MOUSE_B,B cell,Mature_B,full_core,50,0.8333333333333334,0.0,0.0
MOUSE_B,immature B cell,Erythrocyte_like,standard,10,0.25,0.1,0.0
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,10,0.25,0.1,0.0
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,10,0.25,0.0,0.0
MOUSE_B,immature B cell,Erythrocyte_like,full_core,10,0.25,0.1,0.0
MOUSE_B,immature B cell,Erythrocyte_like,standard,20,0.5,0.1,0.0
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,20,0.5,0.1,0.0
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,20,0.5,0.0,0.0
MOUSE_B,immature B cell,Erythrocyte_like,full_core,20,0.5,0.05,0.0
MOUSE_B,immature B cell,Erythrocyte_like,standard,30,0.5,0.13333333333333333,0.03333333333333333
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,30,0.75,0.13333333333333333,0.0
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,30,0.5,0.0,0.0
MOUSE_B,immature B cell,Erythrocyte_like,full_core,30,0.5,0.03333333333333333,0.0
MOUSE_B,immature B cell,Erythrocyte_like,standard,50,1.0,0.18,0.02
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,50,1.0,0.16,0.0
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,50,0.5,0.0,0.0
MOUSE_B,immature B cell,Erythrocyte_like,full_core,50,0.5,0.02,0.0
MOUSE_B,naive B cell,Mast_like,standard,10,0.5,0.0,0.0
MOUSE_B,naive B cell,Mast_like,filter_only,10,0.5,0.0,0.0
MOUSE_B,naive B cell,Mast_like,regex_mask,10,0.5,0.0,0.0
MOUSE_B,naive B cell,Mast_like,full_core,10,0.5,0.0,0.0
MOUSE_B,naive B cell,Mast_like,standard,20,0.5,0.0,0.0
MOUSE_B,naive B cell,Mast_like,filter_only,20,0.5,0.0,0.0
MOUSE_B,naive B cell,Mast_like,regex_mask,20,0.5,0.0,0.0
MOUSE_B,naive B cell,Mast_like,full_core,20,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,standard,30,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,filter_only,30,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,regex_mask,30,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,full_core,30,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,standard,50,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,filter_only,50,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,regex_mask,50,0.6666666666666666,0.0,0.0
MOUSE_B,naive B cell,Mast_like,full_core,50,0.6666666666666666,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,standard,10,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,filter_only,10,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,regex_mask,10,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,full_core,10,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,standard,20,0.8,0.05,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,filter_only,20,0.8,0.05,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,regex_mask,20,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,full_core,20,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,standard,30,0.8,0.03333333333333333,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,filter_only,30,0.8,0.03333333333333333,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,regex_mask,30,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,full_core,30,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,standard,50,0.8,0.02,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,filter_only,50,0.8,0.02,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,regex_mask,50,0.8,0.0,0.0
MOUSE_B,precursor B cell,pDC_Myeloid_like,full_core,50,0.8,0.0,0.0
