dataset,cluster,Ground_Truth,variant,rank,gene,is_regex_noise,is_any_noise,is_low_gini,is_canonical_marker
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,7,RPS29,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,8,AC090498.1,False,True,True,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,9,ZFP36,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,10,BTG1,False,True,True,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,11,RPL30,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,12,CD69,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,13,CXCR4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,14,FAU,False,True,True,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,15,CCL4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,16,RPL35A,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,17,IL7R,False,False,False,True
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,18,RPS21,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,19,RPL39,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,20,PARP8,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,21,TSC22D3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,22,RPS28,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,23,PNRC1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,24,CST7,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,25,RPL34,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,26,S100A10,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,27,RPL38,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,28,ALOX5AP,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,29,RPS14,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,30,TOMM7,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,31,CD99,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,32,RPLP2,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,33,AHNAK,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,34,RPL28,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,35,RPL37A,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,36,KLF6,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,37,TNFAIP3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,38,RPS19,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,39,MT-ND3,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,40,PTGER4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,41,SAMSN1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,42,MCL1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,43,RPS25,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,44,IFNGR1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,45,RPL21,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,46,GLUL,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,47,RPS15A,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,48,DUSP2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,49,CD96,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,standard,50,RPS12,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,1,CCL5,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,2,CD40LG,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,3,ANXA1,False,False,False,True
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,4,ZFP36L2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,5,GZMA,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,6,RPS29,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,7,ZFP36,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,8,CD69,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,9,CXCR4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,10,CCL4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,11,IL7R,False,False,False,True
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,12,PARP8,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,13,TSC22D3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,14,PNRC1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,15,CST7,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,16,S100A10,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,17,RPL38,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,18,ALOX5AP,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,19,TOMM7,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,20,CD99,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,21,AHNAK,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,22,RPL37A,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,23,KLF6,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,24,TNFAIP3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,25,MT-ND3,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,26,PTGER4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,27,SAMSN1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,28,MCL1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,29,IFNGR1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,30,GLUL,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,31,DUSP2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,32,CD96,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,33,LEPROTL1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,34,SYTL3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,35,CD44,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,36,DUSP1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,37,RGCC,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,38,GZMK,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,39,RBMS1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,40,BTG2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,41,GZMH,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,42,CCNH,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,43,TXNIP,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,44,THEMIS,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,45,PIK3R1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,46,ANKRD28,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,47,GZMM,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,48,CD52,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,49,FOSB,True,True,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,filter_only,50,AKAP13,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,1,CCL5,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,2,CD40LG,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,3,ANXA1,False,False,False,True
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,4,ZFP36L2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,5,GZMA,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,6,ZFP36,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,7,CD69,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,8,CXCR4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,9,CCL4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,10,IL7R,False,False,False,True
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,11,PARP8,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,12,TSC22D3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,13,PNRC1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,14,CST7,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,15,S100A10,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,16,ALOX5AP,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,17,TOMM7,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,18,CD99,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,19,AHNAK,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,20,KLF6,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,21,TNFAIP3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,22,PTGER4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,23,SAMSN1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,24,MCL1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,25,IFNGR1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,26,GLUL,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,27,DUSP2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,28,CD96,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,29,LEPROTL1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,30,SYTL3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,31,CD44,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,32,DUSP1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,33,RGCC,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,34,GZMK,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,35,RBMS1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,36,BTG2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,37,GZMH,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,38,CCNH,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,39,TXNIP,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,40,THEMIS,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,41,PIK3R1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,42,ANKRD28,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,43,GZMM,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,44,CD52,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,45,AKAP13,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,46,LINC-PINT,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,47,TC2N,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,48,HCST,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,49,AC092580.4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,regex_mask,50,GLIPR1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,1,CCL5,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,2,ANXA1,False,False,False,True
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,3,GZMA,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,4,CD69,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,5,CCL4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,6,GLUL,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,7,DUSP1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,8,GZMK,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,9,GZMH,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,10,ANKRD28,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,11,AC092580.4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,12,NR4A2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,13,CRIP1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,14,HOPX,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,15,ID2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,16,KLRB1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,17,XCL1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,18,DUSP5,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,19,CAPG,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,20,CXCR6,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,21,HLA-DRB1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,22,IFNG,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,23,VIM,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,24,IL2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,25,PRF1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,26,GZMB,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,27,CLU,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,28,CCL4L2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,29,XCL2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,30,AREG,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,31,GYG1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,32,NLRP3,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,33,CTSW,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,34,SPRY1,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,35,CEBPD,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,36,PTGER2,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,37,EOMES,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,38,S100A8,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,39,IL4,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,40,ACRC,False,False,False,False
CD4,CD4.c09.Tm.CCL5,CD4_Tm.EffMem,full_core,41,IGFBP3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,1,SH3BGRL3,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,2,TMSB4X,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,3,PFN1,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,4,CAPG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,5,MYL12B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,6,MYL12A,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,7,ACTB,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,8,CFL1,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,9,LCP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,10,S100A11,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,11,LAPTM5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,12,VIM,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,13,BHLHE40,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,14,MSN,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,15,MYL6,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,16,ANXA1,False,False,False,True
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,17,CD6,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,18,MCL1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,19,CAPZB,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,20,CD99,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,21,CORO1A,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,22,MYH9,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,23,PSME1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,24,GZMA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,25,COTL1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,26,CD52,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,27,ARPC3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,28,ARPC2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,29,CLIC1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,30,HLA-C,True,True,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,31,ADGRE5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,32,GUK1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,33,RARRES3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,34,TPM4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,35,CAP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,36,CIB1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,37,PSME2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,38,GAPDH,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,39,IL2RG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,40,FLT3LG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,41,S100A4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,42,CYBA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,43,PGK1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,44,RAC2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,45,ZYX,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,46,ANXA2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,47,ARPC1B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,48,ITGB7,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,49,ENO1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,standard,50,OSTF1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,1,CAPG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,2,MYL12B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,3,MYL12A,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,4,CFL1,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,5,LCP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,6,S100A11,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,7,LAPTM5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,8,VIM,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,9,BHLHE40,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,10,MSN,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,11,MYL6,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,12,ANXA1,False,False,False,True
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,13,CD6,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,14,MCL1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,15,CAPZB,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,16,CD99,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,17,CORO1A,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,18,MYH9,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,19,PSME1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,20,GZMA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,21,COTL1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,22,CD52,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,23,ARPC3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,24,ARPC2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,25,CLIC1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,26,ADGRE5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,27,GUK1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,28,RARRES3,False,False,False,False
