cell_id,x,y,Level0,Level1,Level2,leiden_coarse,major_type,fine_type
imhfonba-1,3772.228271,3138.162842,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhgbdna-1,3751.060547,3126.710449,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhghcdm-1,3756.835693,3132.662842,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhglnoc-1,3744.397461,3127.053711,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imhhcifi-1,3742.291992,3132.467041,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imhhdaec-1,3734.061768,3191.964355,,,,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imhhpaob-1,3744.957031,3193.155518,str,Smooth Muscle,vSM,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imhhppbg-1,3740.885742,3190.345947,str,Fibroblast,Myofibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imhiabek-1,3736.766113,3186.305908,str,Fibroblast,Myofibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imhiajmm-1,3779.016357,3188.02832,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imhignio-1,3766.532227,3200.079102,epi,Intestinal Epithelial,Goblet,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imhilong-1,3758.306152,3206.209473,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imhipdif-1,3773.28418,3217.87207,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhjalcc-1,3762.289795,3210.758789,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhjcdfc-1,3757.268311,3218.949463,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhjchlk-1,3736.286377,3197.221191,epi,Intestinal Epithelial,Goblet,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imhjehna-1,3740.187256,3207.05249,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhjepgj-1,3751.667725,3198.012451,epi,Intestinal Epithelial,Goblet,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imhjgpgi-1,3753.292969,3139.894775,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imhjhocb-1,3767.692383,3141.80835,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imhjijch-1,3765.936279,3149.41626,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imhjjcgg-1,3759.493164,3145.95166,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imhjkahj-1,3760.453613,3137.613037,str,Fibroblast,Myofibroblast,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imhjkbkp-1,3771.628906,3144.807617,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imhkbobm-1,3756.970947,3158.793701,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imhkejek-1,3777.40625,3156.900391,imm,T cells,CD8 Cytotoxic T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imhkhjdm-1,3766.787598,3157.288086,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imhlblji-1,3741.817871,3147.527832,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imhlfilc-1,3748.242676,3138.832764,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imhlgdfk-1,3741.870605,3154.117676,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imhlgnkn-1,3746.896729,3148.492676,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imhlhlaf-1,3722.582275,3208.98877,str,Fibroblast,Myofibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imhlmkaf-1,3741.197998,3220.188965,imm,Myeloid,Tuft,2,Goblet cell,Deep Crypt Secretory cell
imhloidc-1,3738.466064,3214.372314,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhmgfod-1,3730.814453,3216.729248,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhmleio-1,3747.435059,3223.536377,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhmmbkf-1,3752.102295,3220.756104,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhmmfbb-1,3751.345947,3213.562744,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhmonmn-1,3748.049805,3209.236816,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imhnddpc-1,3742.865967,3239.436768,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhneell-1,3752.833496,3237.645996,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imhnhhob-1,3739.890869,3233.203125,imm,Myeloid,Tuft,2,Goblet cell,Deep Crypt Secretory cell
imhniccm-1,3728.11792,3235.420166,tum,Tumor,Tumor III,2,Goblet cell,Deep Crypt Secretory cell
imhnjbgk-1,3741.457275,3251.007813,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imhnjjgc-1,3727.998779,3247.498535,imm,T cells,CD8 Cytotoxic T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imhnmadg-1,3725.237061,3222.186768,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Enteroendocrine progenitor cell
imhoalbe-1,3723.146729,3226.384521,,Neuronal,Neuroendocrine,2,Goblet cell,Deep Crypt Secretory cell
imhodabc-1,3718.11499,3225.803223,imm,B cells,Plasma,3,Plasma cell,IgA plasma cell
imhoflli-1,3729.359375,3226.230957,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Enteroendocrine progenitor cell
imhoghdb-1,3736.335205,3227.144287,imm,Myeloid,Tuft,2,Goblet cell,Enteroendocrine progenitor cell
imhoiije-1,3752.169922,3172.59668,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imholiia-1,3751.682129,3169.047607,str,Fibroblast,CAF,3,Plasma cell,IgG3+ Plasma cell
imhooofn-1,3769.020996,3180.736084,imm,T cells,CD8 Cytotoxic T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imhopdgk-1,3771.192383,3173.935547,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imhpehci-1,3768.800049,3165.721191,,Neuronal,Enteric Glial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imhpgomf-1,3759.628906,3169.457031,imm,B cells,Plasma,3,Plasma cell,Plasma cell (PECAM1+)
imhphkfl-1,3764.408203,3182.720947,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imhpjefh-1,3763.360596,3176.027588,imm,Myeloid,pDC,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imiaaipo-1,3728.519775,3128.112061,str,Endothelial,Lymphatic Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imiadkog-1,3740.131592,3139.508301,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imiadmej-1,3737.04541,3143.824219,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imiagdci-1,3723.861816,3136.816895,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imiaglca-1,3735.088623,3133.785156,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imiamghc-1,3728.021729,3162.02002,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imiaogee-1,3735.539795,3164.04248,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imibckkp-1,3734.964111,3158.317383,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imibgkhd-1,3726.54126,3182.284424,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imibichj-1,3718.898682,3184.859131,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imibkkla-1,3740.449951,3183.011475,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imibobnm-1,3718.651855,3180.108887,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imiccegp-1,3719.563232,3174.950928,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imicdfng-1,3730.671387,3175.192383,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imicgboa-1,3719.337891,3150.653809,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imicgleh-1,3728.217041,3153.663086,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imiciiod-1,3720.495361,3154.570557,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imicjaff-1,3716.96582,3161.380127,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imicjhfd-1,3747.56543,3160.386719,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imicmcod-1,3747.803711,3143.847168,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imicnejl-1,3749.041748,3152.829102,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imidmiih-1,3731.741211,3168.172607,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imidoncl-1,3738.250244,3178.6875,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imieapej-1,3720.897461,3167.757813,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imiedjbi-1,3714.70752,3192.28125,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imiegdnm-1,3709.195801,3187.58374,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imienjhg-1,3712.611572,3183.496338,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imifdcko-1,3725.81543,3197.363037,tum,Tumor,Tumor III,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imiffegp-1,3727.89209,3203.1875,str,Smooth Muscle,Epithelial,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imifigig-1,3722.89209,3190.622559,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imifnojc-1,3657.45459,3221.598633,str,Smooth Muscle,Epithelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imifpdnf-1,3657.837646,3244.347412,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imigcegk-1,3691.941895,3277.705811,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imigfgec-1,3684.521484,3289.450684,str,Smooth Muscle,SM Stress Response,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
imiglppk-1,3686.24292,3280.814453,str,Endothelial,Lymphatic Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imignddg-1,3662.087402,3259.545166,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imigpipb-1,3659.477051,3284.820068,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
imihbenc-1,3661.58667,3277.127197,str,Endothelial,Lymphatic Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
imihfcjj-1,3666.197754,3266.967529,imm,T cells,CD8 Cytotoxic T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imihjjhl-1,3671.625,3243.292725,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imiiglfj-1,3679.75293,3259.186035,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imiihbpn-1,3672.560791,3251.143311,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imiihdka-1,3662.162354,3187.591797,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imiijpbh-1,3663.043945,3204.086182,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Enteroendocrine progenitor cell
imiikcen-1,3667.840576,3193.026855,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imiilgfj-1,3673.999023,3214.348633,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imiilleg-1,3668.505859,3232.392822,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imiiloph-1,3682.050293,3228.679688,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imiinfoj-1,3682.872559,3216.388672,str,Fibroblast,Fibroblast,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imiinmda-1,3674.796143,3194.860107,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imijanoc-1,3685.894043,3207.088135,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imijcckm-1,3685.791748,3190.875488,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imijgbkj-1,3680.569092,3199.204834,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imijkgla-1,3676.742432,3201.39209,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imijnonm-1,3696.305176,3187.938965,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imikcabk-1,3710.918701,3199.977783,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imikcdpn-1,3692.515381,3205.387939,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imikdcbc-1,3696.931396,3210.324707,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imikdebl-1,3691.97168,3196.113281,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imikdndl-1,3700.505371,3198.956055,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imikelbi-1,3688.998047,3269.172607,str,Endothelial,Lymphatic Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imikihdm-1,3712.41748,3248.035645,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imilbaia-1,3703.514893,3269.156006,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imilcabl-1,3693.280518,3241.098389,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imildolh-1,3706.986328,3218.733643,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imilengk-1,3709.259521,3234.326416,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imilfhnj-1,3710.411865,3231.16626,imm,Myeloid,Neutrophil,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imilhpcf-1,3695.175537,3220.793457,str,Fibroblast,Fibroblast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imiliibh-1,3711.936035,3220.721436,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imilnfbe-1,3704.97876,3207.217041,tum,Tumor,Proliferating Immune II,2,Goblet cell,Deep Crypt Secretory cell
imilohjk-1,3704.528809,3212.977295,imm,T cells,CD8 Cytotoxic T cell,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imimedik-1,3717.775635,3214.320557,str,Smooth Muscle,Epithelial,2,Goblet cell,CD8+ Cytotoxic T cell (activated)
imimgmfd-1,3651.645264,3123.507568,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imimjpah-1,3644.451416,3122.710938,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imimjpek-1,3702.573486,3140.588135,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imimofda-1,3713.417236,3146.120117,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
iminbnmi-1,3702.678467,3120.880615,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imindnho-1,3703.265869,3160.239502,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imingepi-1,3697.488037,3132.100342,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
iminhkoh-1,3710.220215,3128.109863,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
iminkncc-1,3671.875244,3130.649902,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imiocgjp-1,3690.427734,3132.144043,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imiohggo-1,3662.445801,3133.176514,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imioiacd-1,3681.537354,3123.557617,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imipjopb-1,3680.663574,3131.464111,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imipkgel-1,3653.883301,3159.726807,imm,Myeloid,Tuft,2,Goblet cell,Deep Crypt Secretory cell
imiplhed-1,3656.463135,3174.5271,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imipmfpe-1,3640.935303,3173.824463,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imipnnhm-1,3646.988281,3167.825684,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imippeeb-1,3646.209961,3180.633789,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imippgng-1,3702.855469,3183.729004,imm,Myeloid,Tuft,2,Goblet cell,Deep Crypt Secretory cell
imjadmmo-1,3695.124512,3181.500977,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjagalc-1,3641.227539,3186.670898,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imjahfja-1,3653.175293,3186.804932,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Enteroendocrine progenitor cell
imjahibn-1,3634.824707,3179.698975,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imjamemk-1,3630.945313,3182.630859,imm,Myeloid,Mast,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
imjanhpg-1,3630.214355,3161.709229,str,Smooth Muscle,Epithelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imjankhd-1,3633.428955,3171.455322,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imjanpmn-1,3633.289063,3162.324463,str,Fibroblast,Myofibroblast,2,Goblet cell,Deep Crypt Secretory cell
imjbcpep-1,3633.462891,3127.594482,str,Fibroblast,Myofibroblast,2,Goblet cell,Immature Goblet cell
imjbhlgo-1,3636.4375,3141.822021,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjbifcd-1,3638.806885,3124.565674,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjceffp-1,3641.193359,3148.133057,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imjciknc-1,3629.993896,3147.781494,imm,Myeloid,Macrophage,2,Goblet cell,Deep Crypt Secretory cell
imjckiph-1,3645.498291,3143.357666,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imjclmln-1,3656.772705,3140.914551,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imjdfdga-1,3651.834961,3147.356201,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imjdgnoi-1,3645.710693,3137.267578,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imjdjeod-1,3455.554199,3040.255615,imm,B cells,Plasma,3,Plasma cell,Plasma cell (PECAM1+)
imjdmnhp-1,3454.40332,3052.789307,tum,Tumor,Proliferating Immune II,3,Plasma cell,Plasma cell (proliferating)
imjdnaij-1,3453.018066,3064.582275,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjeanoj-1,3430.782471,3042.39502,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imjeceja-1,3382.558594,3146.831543,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjeehae-1,3389.744629,3150.710693,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjeggla-1,3401.738525,3149.292725,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imjehelm-1,3398.050293,3145.781494,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjeiedn-1,3391.280518,3145.0271,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imjepcnd-1,3398.009277,3155.260986,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjeplbn-1,3404.359863,3161.812012,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imjfahkb-1,3407.067871,3155.186768,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imjfajkf-1,3457.821777,3089.083252,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
imjfblfm-1,3450.860352,3139.469971,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imjfecod-1,3440.059326,3138.587646,epi,Intestinal Epithelial,Goblet,2,Goblet cell,REG4+ Goblet cell
imjffccc-1,3378.16748,3187.121582,imm,B cells,Plasma,3,Plasma cell,Plasma cell (PECAM1+)
imjfgoaa-1,3388.709961,3200.151611,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Cancer-Associated Fibroblast (apCAF)
imjfhnle-1,3381.673828,3180.009521,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imjfjbbo-1,3386.707031,3188.482178,imm,B cells,Plasma,3,Plasma cell,Plasma cell
imjfllpo-1,3388.399658,3180.564209,str,Fibroblast,Pericytes,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imjfnndp-1,3401.988525,3195.816895,imm,B cells,Plasma,3,Plasma cell,Plasma cell
imjgklgn-1,3375.544922,3168.170654,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
imjgmboi-1,3379.916748,3173.657471,str,Endothelial,Lymphatic Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Pericyte-like CAF
imjhacpb-1,3377.011475,3174.206787,str,Endothelial,Endothelial,3,Plasma cell,IgG3+ Plasma cell
imjhdfal-1,3391.949463,3178.518799,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
imjhhcnp-1,3397.714844,3184.170898,tum,Tumor,Tumor I,2,Goblet cell,Enteroendocrine progenitor cell
imjhhlna-1,3406.340332,3186.732666,tum,Tumor,Tumor III,2,Goblet cell,Deep Crypt Secretory cell
imjhhnph-1,3394.744629,3240.385742,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
imjhicdj-1,3387.900879,3245.654785,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
imjhkdkh-1,3391.147949,3280.27002,str,Fibroblast,CAF,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
imjhmmoj-1,3393.327637,3297.501221,imm,T cells,CD8 Cytotoxic T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
imjieojf-1,3397.049072,3292.352783,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),FCN1+ Inflammatory Macrophage
imjifbbf-1,3393.783203,3286.042969,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Endothelial cell
imjigdhf-1,3398.109131,3247.915039,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
imjiidmo-1,3393.686768,3265.964844,str,Smooth Muscle,Unknown III (SM),1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Myofibroblastic Cancer-Associated Fibroblast (mCAF)
